name,queryDataDirectory,productListDirectory,AveragePriceDirectory,VolumeDirectory,AllListingsLink,AuctionLink,BuyItNowLink
The Absolutely True Diary of a Part-Time Indian,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Absolutely True Diary of a Part-Time Indian&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Absolutely True Diary of a Part-Time Indian&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Absolutely True Diary of a Part-Time Indian&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Adventures of Huckleberry Finn,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Adventures of Huckleberry Finn&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Adventures of Huckleberry Finn&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Adventures of Huckleberry Finn&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Alchemist,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Alchemist&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Alchemist&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Alchemist&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Autobiography of Miss Jane Pittman,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Autobiography of Miss Jane Pittman&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Autobiography of Miss Jane Pittman&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Autobiography of Miss Jane Pittman&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles A Hard Day's Night,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles A Hard Day's Night&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles A Hard Day's Night&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles A Hard Day's Night&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Abbey Road,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Abbey Road&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Abbey Road&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Abbey Road&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Beatles '65,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Beatles '65&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Beatles '65&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Beatles '65&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Beatles VI,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Beatles VI&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Beatles VI&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Beatles VI&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Beatles for Sale,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Beatles for Sale&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Beatles for Sale&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Beatles for Sale&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Help!,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Help!&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Help!&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Help!&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Introducing... The Beatles,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Introducing... The Beatles&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Introducing... The Beatles&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Introducing... The Beatles&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Let It Be,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Let It Be&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Let It Be&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Let It Be&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Magical Mystery Tour,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Magical Mystery Tour&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Magical Mystery Tour&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Magical Mystery Tour&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Meet the Beatles!,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Meet the Beatles!&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Meet the Beatles!&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Meet the Beatles!&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Please Please Me,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Please Please Me&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Please Please Me&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Please Please Me&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Revolver,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Revolver&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Revolver&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Revolver&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Rubber Soul,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Rubber Soul&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Rubber Soul&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Rubber Soul&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Sgt. Pepper's Lonely Hearts Club Band,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Sgt. Pepper's Lonely Hearts Club Band&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Sgt. Pepper's Lonely Hearts Club Band&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Sgt. Pepper's Lonely Hearts Club Band&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Something New,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Something New&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Something New&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Something New&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles The Beatles ('The White'),,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles The Beatles ('The White')&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles The Beatles ('The White')&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles The Beatles ('The White')&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles The Beatles' Long Tall Sally,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles The Beatles' Long Tall Sally&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles The Beatles' Long Tall Sally&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles The Beatles' Long Tall Sally&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles The Beatles' Second,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles The Beatles' Second&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles The Beatles' Second&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles The Beatles' Second&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Twist and Shout,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Twist and Shout&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Twist and Shout&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Twist and Shout&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles With the Beatles,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles With the Beatles&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles With the Beatles&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles With the Beatles&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Yellow Submarine,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Yellow Submarine&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Yellow Submarine&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Yellow Submarine&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Beatles Yesterday and Today,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Yesterday and Today&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Yesterday and Today&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Beatles Yesterday and Today&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Book Thief,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Book Thief&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Book Thief&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Book Thief&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Catcher in the Rye,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Catcher in the Rye&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Catcher in the Rye&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Catcher in the Rye&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Count of Monte Cristo,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Count of Monte Cristo&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Count of Monte Cristo&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Count of Monte Cristo&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Diary of a Young Girl,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Diary of a Young Girl&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Diary of a Young Girl&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Diary of a Young Girl&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
"The Edge of Everything (Haven, #3)",,,,,"https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Edge of Everything (Haven, #3)&LH_Sold=1&LH_Complete=1&_ipg=200","https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Edge of Everything (Haven, #3)&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200","https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Edge of Everything (Haven, #3)&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200"
The First American: The Life and Times of Benjamin Franklin,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The First American: The Life and Times of Benjamin Franklin&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The First American: The Life and Times of Benjamin Franklin&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The First American: The Life and Times of Benjamin Franklin&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Gettysburg Address,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Gettysburg Address&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Gettysburg Address&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Gettysburg Address&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
"The Giver (The Giver, #1)",,,,,"https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Giver (The Giver, #1)&LH_Sold=1&LH_Complete=1&_ipg=200","https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Giver (The Giver, #1)&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200","https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Giver (The Giver, #1)&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200"
"The Golden Compass (His Dark Materials, #1)",,,,,"https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Golden Compass (His Dark Materials, #1)&LH_Sold=1&LH_Complete=1&_ipg=200","https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Golden Compass (His Dark Materials, #1)&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200","https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Golden Compass (His Dark Materials, #1)&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200"
The Grapes of Wrath,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Grapes of Wrath&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Grapes of Wrath&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Grapes of Wrath&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Great Gatsby,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Great Gatsby&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Great Gatsby&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Great Gatsby&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Help,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Help&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Help&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Help&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Hiding Place: The Triumphant True Story of Corrie Ten Boom&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Hiding Place: The Triumphant True Story of Corrie Ten Boom&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Hiding Place: The Triumphant True Story of Corrie Ten Boom&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",,,,,"https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)&LH_Sold=1&LH_Complete=1&_ipg=200","https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200","https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200"
"The Hobbit, or There and Back Again",,,,,"https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Hobbit, or There and Back Again&LH_Sold=1&LH_Complete=1&_ipg=200","https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Hobbit, or There and Back Again&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200","https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Hobbit, or There and Back Again&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200"
"The Lord of the Rings (The Lord of the Rings, #1-3)",,,,,"https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Lord of the Rings (The Lord of the Rings, #1-3)&LH_Sold=1&LH_Complete=1&_ipg=200","https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Lord of the Rings (The Lord of the Rings, #1-3)&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200","https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Lord of the Rings (The Lord of the Rings, #1-3)&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200"
The Metamorphosis,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Metamorphosis&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Metamorphosis&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Metamorphosis&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Outsiders,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Outsiders&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Outsiders&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Outsiders&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Pearl,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Pearl&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Pearl&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Pearl&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Perks of Being a Wallflower,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Perks of Being a Wallflower&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Perks of Being a Wallflower&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Perks of Being a Wallflower&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Picture of Dorian Gray,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Picture of Dorian Gray&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Picture of Dorian Gray&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Picture of Dorian Gray&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Pilgrim's Progress,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Pilgrim's Progress&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Pilgrim's Progress&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Pilgrim's Progress&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Princess Bride,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Princess Bride&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Princess Bride&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Princess Bride&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Scarlet Letter,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Scarlet Letter&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Scarlet Letter&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Scarlet Letter&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Sound and the Fury,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Sound and the Fury&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Sound and the Fury&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Sound and the Fury&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Story of My Life,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Story of My Life&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Story of My Life&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Story of My Life&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Strange Case of Dr. Jekyll and Mr. Hyde,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Strange Case of Dr. Jekyll and Mr. Hyde&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Strange Case of Dr. Jekyll and Mr. Hyde&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Strange Case of Dr. Jekyll and Mr. Hyde&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
The Tempest,,,,,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Tempest&LH_Sold=1&LH_Complete=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Tempest&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200,https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Tempest&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200
"The Wonderful Wizard of Oz (Oz, #1)",,,,,"https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Wonderful Wizard of Oz (Oz, #1)&LH_Sold=1&LH_Complete=1&_ipg=200","https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Wonderful Wizard of Oz (Oz, #1)&LH_Sold=1&LH_Complete=1&rt=nc&LH_Auction=1&_ipg=200","https://www.ebay.com/sch/i.html?_from=R40&_nkw=The Wonderful Wizard of Oz (Oz, #1)&LH_Sold=1&LH_Complete=1&rt=nc&LH_BIN=1&_ipg=200"
